"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2003",30.827,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2004",32.257,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2005",31.32,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2006",30.76,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2007",29.925,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2008",28.333,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2009",28.348,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2010",28.32,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2011",29.127,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2012",29.959,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2013",29.342,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2014",29.341,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2015",30.256,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2016",30.679,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2017",30.501,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2018",28.506,
"POL","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2019",28.104,"E"
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",275.269,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",263.625,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",275.848,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",268.089,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",268.789,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",292.371,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",335.786,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",329.193,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",342.298,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",401.03,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",415.937,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",474.441,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",545.264,"B"
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",540.459,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",567.315,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",573.162,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",625.054,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",736.158,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",876.306,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",942.647,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",1019.849,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",1060.691,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",1105.666,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",1180.534,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1192.057,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1268.884,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1358.02,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1438.32,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1511.176,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1647.969,"E"
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1990",27.415,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1991",38.826,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1992",49.052,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1993",81.402,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1994",101.527,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1995",105.388,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1996",118.922,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1997",147.22,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1998",154.93,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","1999",171.441,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2000",187.921,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2001",193.58,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2002",228.804,"B"
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2003",240.913,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2004",270.152,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2005",261.4,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2006",277.687,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2007",314.373,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2008",346.442,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2009",372.943,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2010",402.94,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2011",435.924,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2012",472.933,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2013",490.249,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",494.999,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",550.459,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",601.012,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",631.241,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",602.526,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",644.178,"E"
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1970",1.276,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1971",1.419,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1972",1.739,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1973",1.902,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1974",2.128,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1975",2.72,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1976",2.974,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1977",2.801,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1978",2.749,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1979",2.764,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1980",2.989,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1981",3.098,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1982",2.741,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1983",2.42,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1984",2.454,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1985",2.874,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1986",3.053,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1987",2.917,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1988",3.185,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1989",2.903,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1990",3.581,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1991",3.75,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1992",3.627,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1993",4.008,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1994",3.992,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1995",4.426,"B"
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1996",4.776,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1997",4.776,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1998",4.875,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","1999",5.069,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2000",5.904,"B"
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2001",5.953,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2002",6.215,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2003",6.324,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2004",6.607,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2005",6.727,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2006",6.316,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2007",6.229,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2008",6.387,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2009",6.909,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",6.863,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",6.455,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",6.133,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",6.075,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",5.963,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",5.939,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",5.791,"B"
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",5.701,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",5.815,
"PRT","HEALTHEXP","COMPULSORY","PC_GDP","A","2019",5.856,"P"
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1970",0.984,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1971",1.004,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1972",1.249,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1973",1.33,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1974",1.328,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1975",2.012,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1976",1.605,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1977",1.286,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1978",1.465,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1979",1.332,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1980",1.8,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1981",1.926,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1982",2.344,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1983",2.405,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1984",2.496,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1985",2.494,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1986",2.879,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1987",2.852,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1988",2.824,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1989",2.635,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1990",1.935,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1991",2.29,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1992",2.56,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1993",2.445,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1994",2.435,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1995",2.773,"B"
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1996",2.675,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1997",2.638,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1998",2.508,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","1999",2.553,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2000",2.474,"B"
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2001",2.454,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2002",2.347,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2003",2.583,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2004",2.696,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2005",2.712,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2006",2.82,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2007",2.836,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2008",2.953,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2009",2.972,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2010",2.974,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2011",3.08,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2012",3.221,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2013",3.003,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2014",3.061,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2015",3.037,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2016",3.628,"B"
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2017",3.629,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2018",3.633,
"PRT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2019",3.707,"P"
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1970",56.447,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1971",58.592,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1972",58.199,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1973",58.853,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1974",61.56,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1975",57.484,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1976",64.957,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1977",68.532,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1978",65.224,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1979",67.482,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1980",62.409,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1981",61.669,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1982",53.898,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1983",50.156,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1984",49.578,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1985",53.533,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1986",51.468,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1987",50.561,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1988",53.007,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1989",52.415,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1990",64.913,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1991",62.088,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1992",58.625,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1993",62.108,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1994",62.11,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1995",61.474,"B"
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1996",64.094,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1997",64.409,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1998",66.026,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","1999",66.496,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2000",70.468,"B"
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2001",70.813,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2002",72.588,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2003",71.005,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2004",71.02,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2005",71.27,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2006",69.133,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2007",68.712,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2008",68.385,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2009",69.921,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2010",69.769,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2011",67.695,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2012",65.569,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2013",66.922,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2014",66.082,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2015",66.166,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2016",61.485,"B"
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2017",61.106,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2018",61.545,
"PRT","HEALTHEXP","COMPULSORY","PC_HEALTHXP","A","2019",61.238,"P"
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1970",43.515,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1971",41.439,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1972",41.779,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1973",41.147,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1974",38.427,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1975",42.524,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1976",35.043,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1977",31.468,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1978",34.776,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1979",32.518,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1980",37.591,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1981",38.329,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1982",46.102,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1983",49.844,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1984",50.422,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1985",46.466,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1986",48.532,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1987",49.438,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1988",46.993,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1989",47.585,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1990",35.087,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1991",37.912,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1992",41.375,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1993",37.892,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1994",37.89,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1995",38.519,"B"
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1996",35.9,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1997",35.586,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1998",33.972,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","1999",33.499,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2000",29.532,"B"
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2001",29.187,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2002",27.412,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2003",28.995,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2004",28.98,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2005",28.73,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2006",30.867,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2007",31.288,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2008",31.615,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2009",30.079,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2010",30.231,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2011",32.305,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2012",34.431,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2013",33.078,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2014",33.918,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2015",33.834,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2016",38.515,"B"
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2017",38.894,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2018",38.455,
"PRT","HEALTHEXP","VOLUNTARY","PC_HEALTHXP","A","2019",38.762,"P"
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1970",25.155,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1971",31.822,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1972",44.99,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1973",57.3,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1974",68.547,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1975",85.927,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1976",102.916,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1977",108.225,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1978",117.218,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1979",128.902,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1980",159.337,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1981",178.175,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1982",169.926,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1983",154.929,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1984",155.688,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1985",198.791,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1986",238.353,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1987",250.059,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1988",304.797,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1989",302.886,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",408.884,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",455.432,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",463.203,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",511.318,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",535.342,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",620.182,"B"
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",695.707,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",736.506,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",788.117,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",877.592,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",1127.208,"B"
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",1179.241,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",1300.981,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",1332.101,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",1445.31,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",1521.867,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",1511.805,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",1548.179,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",1631.705,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",1718.105,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",1764.274,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",1630.122,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",1538.014,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",1617.539,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1619.602,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1680.667,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1735.388,"B"
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1785.78,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1906.226,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",2069.013,"P"
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1970",19.392,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1971",22.506,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1972",32.296,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1973",40.061,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1974",42.789,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1975",63.564,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1976",55.52,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1977",49.693,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1978",62.498,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1979",62.114,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1980",95.975,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1981",110.741,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","1982",145.347,
